Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Ct,St,country
RS Madugalle,1979-1987,11,-,-,-,-,-,-,-,-,-,-,-,4,0,SriLanka
RS Mahanama,1987-1999,25,-,-,-,-,-,-,-,-,-,-,-,6,0,SriLanka
MF Maharoof,2007-2007,6,6,44.0,5,198,9,4/23,22.00,4.50,29.3,2,0,2,0,SriLanka
SL Malinga,2007-2019,29,28,232.2,11,1281,56,6/38,22.87,5.51,24.8,2,1,5,0,SriLanka
AD Mathews,2011-2019,22,12,73.4,1,384,13,3/41,29.53,5.21,34.0,0,0,4,0,SriLanka
BAW Mendis,2011-2011,6,5,42.4,5,134,7,3/35,19.14,3.14,36.5,0,0,0,0,SriLanka
BKG Mendis,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka
BMAJ Mendis,2015-2019,5,5,16.1,0,88,2,2/5,44.00,5.44,48.5,0,0,3,0,SriLanka
LRD Mendis,1975-1987,16,-,-,-,-,-,-,-,-,-,-,-,2,0,SriLanka
J Mubarak,2003-2003,1,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka
M Muralitharan,1996-2011,40,39,343.3,15,1335,68,4/19,19.63,3.88,30.3,4,0,13,0,SriLanka
RAP Nissanka,2003-2003,4,4,25.0,3,112,4,4/12,28.00,4.48,37.5,1,0,0,0,SriLanka
ARM Opatha,1975-1979,5,5,42.1,1,180,5,3/31,36.00,4.26,50.6,0,0,3,0,SriLanka
SP Pasqual,1979-1979,2,1,4.4,0,20,0,-,-,4.28,-,0,0,0,0,SriLanka
MDKJ Perera,2015-2019,9,-,-,-,-,-,-,-,-,-,-,-,8,0,SriLanka
NLTC Perera,2011-2019,16,16,112.5,1,661,14,3/24,47.21,5.85,48.3,0,0,8,0,SriLanka
HSM Pieris,1975-1975,3,3,22.0,0,135,2,2/68,67.50,6.13,66.0,0,0,0,0,SriLanka
S Prasanna,2015-2015,2,2,18.0,0,134,1,1/77,134.00,7.44,108.0,0,0,1,0,SriLanka
KR Pushpakumara,1996-1996,2,2,15.0,0,99,1,1/53,99.00,6.60,90.0,0,0,0,0,SriLanka
CAK Rajitha,2019-2019,2,2,18.0,0,123,2,1/47,61.50,6.83,54.0,0,0,0,0,SriLanka
CPH Ramanayake,1992-1992,8,8,64.4,6,265,5,2/37,53.00,4.09,77.6,0,0,4,0,SriLanka
AN Ranasinghe,1975-1975,3,2,10.0,0,65,0,-,-,6.50,-,0,0,0,0,SriLanka
A Ranatunga,1983-1999,30,15,81.1,2,460,6,2/26,76.66,5.66,81.1,0,0,7,0,SriLanka
RJ Ratnayake,1983-1987,9,9,89.0,6,437,12,2/18,36.41,4.91,44.5,0,0,3,0,SriLanka
JR Ratnayeke,1987-1987,6,6,54.0,2,313,10,3/41,31.30,5.79,32.4,0,0,0,0,SriLanka
MAR Samarasekera,1983-1992,8,2,16.2,2,71,0,-,-,4.34,-,0,0,1,0,SriLanka
TT Samaraweera,2011-2011,9,1,2.0,0,4,1,1/4,4.00,2.00,12.0,0,0,3,0,SriLanka
KC Sangakkara,2003-2015,37,-,-,-,-,-,-,-,-,-,-,-,41,13,SriLanka
SMSM Senanayake,2015-2015,1,1,9.0,0,59,0,-,-,6.55,-,0,0,0,0,SriLanka
LPC Silva,2007-2011,18,1,3.0,0,12,0,-,-,4.00,-,0,0,6,0,SriLanka
TAM Siriwardana,2019-2019,1,1,2.0,0,17,0,-,-,8.50,-,0,0,1,0,SriLanka
APB Tennekoon,1975-1979,4,-,-,-,-,-,-,-,-,-,-,-,3,0,SriLanka
WU Tharanga,2007-2015,21,-,-,-,-,-,-,-,-,-,-,-,4,0,SriLanka
HDRL Thirimanne,2015-2019,12,-,-,-,-,-,-,-,-,-,-,-,4,0,SriLanka
HP Tillakaratne,1992-2003,24,1,1.0,0,4,0,-,-,4.00,-,0,0,8,1,SriLanka
MH Tissera,1975-1975,3,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka
I Udana,2019-2019,7,7,51.3,0,296,6,2/41,49.33,5.74,51.5,0,0,3,0,SriLanka
KEA Upashantha,1999-1999,3,3,28.0,1,161,1,1/43,161.00,5.75,168.0,0,0,0,0,SriLanka
WPUJC Vaas,1996-2007,31,31,261.4,39,1040,49,6/25,21.22,3.97,32.0,1,1,7,0,SriLanka
JDF Vandersay,2019-2019,1,1,7.0,0,50,1,1/50,50.00,7.14,42.0,0,0,1,0,SriLanka
B Warnapura,1975-1979,5,4,36.0,0,159,4,3/42,39.75,4.41,54.0,0,0,3,0,SriLanka
S Wettimuny,1983-1983,6,2,3.0,0,15,0,-,-,5.00,-,0,0,0,0,SriLanka
SRD Wettimuny,1975-1979,3,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka
GP Wickramasinghe,1992-1999,17,16,136.1,8,625,16,3/30,39.06,4.58,51.0,0,0,4,0,SriLanka
KIW Wijegunawardene,1992-1992,3,2,17.0,1,88,0,-,-,5.17,-,0,0,0,0,SriLanka
JC Adams,1996-1999,9,4,30.0,0,167,3,3/53,55.66,5.56,60.0,0,0,7,1,WestIndies
FA Allen,2019-2019,3,3,21.0,0,122,1,1/44,122.00,5.80,126.0,0,0,5,0,WestIndies
SW Ambris,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies
CEL Ambrose,1992-1999,17,17,164.3,20,499,24,3/28,20.79,3.03,41.1,0,0,1,0,WestIndies
KLT Arthurton,1992-1999,14,8,36.0,0,186,3,2/40,62.00,5.16,72.0,0,0,2,0,WestIndies
SFAF Bacchus,1983-1983,8,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies
EAE Baptiste,1987-1987,1,1,8.0,1,33,0,-,-,4.12,-,0,0,1,0,WestIndies
WKM Benjamin,1987-1992,13,13,123.0,10,515,14,3/27,36.78,4.18,52.7,0,0,4,0,WestIndies
SJ Benn,2011-2015,9,9,76.5,4,422,14,4/18,30.14,5.49,32.9,2,0,2,0,WestIndies
CA Best,1987-1987,2,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies
D Bishoo,2011-2011,3,3,25.0,1,106,4,3/34,26.50,4.24,37.5,0,0,0,0,WestIndies
IR Bishop,1996-1996,6,6,49.0,6,194,3,2/35,64.66,3.95,98.0,0,0,1,0,WestIndies
KD Boyce,1975-1975,5,5,52.0,3,185,10,4/50,18.50,3.55,31.2,1,0,0,0,WestIndies
IDR Bradshaw,2007-2007,3,3,29.0,0,167,2,1/27,83.50,5.75,87.0,0,0,0,0,WestIndies
CR Brathwaite,2019-2019,8,7,44.0,0,323,9,4/63,35.88,7.34,29.3,1,0,1,0,WestIndies
DJ Bravo,2007-2011,10,9,67.0,4,373,13,3/42,28.69,5.56,30.9,0,0,5,0,WestIndies
DM Bravo,2011-2019,12,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies
CO Browne,1996-1996,5,-,-,-,-,-,-,-,-,-,-,-,3,2,WestIndies
HR Bryan,1999-1999,2,2,15.2,0,59,3,2/29,19.66,3.84,30.6,0,0,1,0,WestIndies
SL Campbell,1996-1999,9,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies
JL Carter,2015-2015,5,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies
S Chanderpaul,1996-2011,31,1,2.0,0,6,0,-,-,3.00,-,0,0,7,0,WestIndies
J Charles,2015-2015,2,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies
PT Collins,2003-2003,3,3,26.0,1,151,2,1/35,75.50,5.80,78.0,0,0,0,0,WestIndies
CD Collymore,2003-2007,8,7,63.2,4,268,6,2/11,44.66,4.23,63.3,0,0,0,0,WestIndies
SS Cottrell,2019-2019,9,9,67.0,2,392,12,4/56,32.66,5.85,33.5,1,0,8,0,WestIndies
CEH Croft,1979-1979,4,4,43.0,3,140,8,3/29,17.50,3.25,32.2,0,0,0,0,WestIndies
CE Cuffy,1996-1996,1,1,8.0,0,31,1,1/31,31.00,3.87,48.0,0,0,1,0,WestIndies
AC Cummins,1992-1992,6,6,59.0,1,246,12,4/33,20.50,4.16,29.5,1,0,0,0,WestIndies
WW Daniel,1983-1983,3,3,24.0,6,84,3,3/28,28.00,3.50,48.0,0,0,0,0,WestIndies
WW Davis,1983-1983,5,5,54.3,6,206,8,7/51,25.75,3.77,40.8,0,1,0,0,WestIndies
M Dillon,1999-2003,10,10,86.0,4,332,13,4/46,25.53,3.86,39.6,1,0,4,0,WestIndies
VC Drakes,2003-2003,6,6,51.5,7,208,16,5/33,13.00,4.01,19.4,0,2,1,0,WestIndies
PJL Dujon,1983-1987,14,-,-,-,-,-,-,-,-,-,-,-,19,1,WestIndies
KA Edwards,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies
RC Fredericks,1975-1975,5,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies
ST Gabriel,2019-2019,3,3,20.3,0,173,2,2/49,86.50,8.43,61.5,0,0,0,0,WestIndies
J Garner,1979-1983,8,8,90.0,12,289,13,5/38,22.23,3.21,41.5,0,1,4,0,WestIndies
CH Gayle,2003-2019,35,20,132.1,3,652,16,2/21,40.75,4.93,49.5,0,0,17,0,WestIndies
LR Gibbs,1975-1975,1,1,4.0,0,17,0,-,-,4.25,-,0,0,0,0,WestIndies
OD Gibson,1996-1996,3,3,19.4,1,90,1,1/27,90.00,4.57,118.0,0,0,1,0,WestIndies
HA Gomes,1983-1983,8,8,74.0,4,304,9,2/46,33.77,4.10,49.3,0,0,3,0,WestIndies
CG Greenidge,1975-1983,15,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies
RA Harper,1987-1996,14,14,132.0,10,488,18,4/47,27.11,3.69,44.0,1,0,6,0,WestIndies
DL Haynes,1979-1992,25,-,-,-,-,-,-,-,-,-,-,-,12,0,WestIndies
SO Hetmyer,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies
WW Hinds,2003-2003,6,4,19.5,0,88,7,3/35,12.57,4.43,17.0,0,0,0,0,WestIndies
JO Holder,2015-2019,16,15,119.1,10,694,17,4/27,40.82,5.82,42.0,1,0,9,0,WestIndies
RIC Holder,1996-1996,2,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies
VA Holder,1975-1975,5,5,43.2,4,184,5,3/30,36.80,4.24,52.0,0,0,2,0,WestIndies
MA Holding,1979-1983,11,11,115.5,16,341,20,4/33,17.05,2.94,34.7,1,0,5,0,WestIndies
CL Hooper,1987-2003,20,17,154.0,3,659,18,3/42,36.61,4.27,51.3,0,0,13,0,WestIndies
SD Hope,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,16,0,WestIndies
RD Jacobs,1999-2003,11,-,-,-,-,-,-,-,-,-,-,-,21,1,WestIndies
BD Julien,1975-1975,5,5,60.0,11,177,10,4/20,17.70,2.95,36.0,2,0,0,0,WestIndies
AI Kallicharran,1975-1979,9,-,-,-,-,-,-,-,-,-,-,-,6,0,WestIndies
RB Kanhai,1975-1975,5,-,-,-,-,-,-,-,-,-,-,-,3,0,WestIndies
CL King,1979-1979,4,4,32.0,2,128,2,1/36,64.00,4.00,96.0,0,0,2,0,WestIndies
RD King,1999-1999,4,4,31.3,4,95,8,3/30,11.87,3.01,23.6,0,0,0,0,WestIndies
BC Lara,1992-2007,34,-,-,-,-,-,-,-,-,-,-,-,16,0,WestIndies
JJC Lawson,2003-2003,1,1,8.0,0,16,2,2/16,8.00,2.00,24.0,0,0,0,0,WestIndies
E Lewis,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies
CH Lloyd,1975-1983,17,4,36.0,4,125,3,1/31,41.66,3.47,72.0,0,0,12,0,WestIndies
AL Logie,1983-1992,15,-,-,-,-,-,-,-,-,-,-,-,4,0,WestIndies
NAM McLean,2003-2003,1,1,6.0,0,38,0,-,-,6.33,-,0,0,0,0,WestIndies
MD Marshall,1983-1992,11,11,113.0,13,349,14,3/28,24.92,3.08,48.4,0,0,0,0,WestIndies
NO Miller,2011-2015,4,3,19.3,0,111,1,1/48,111.00,5.69,117.0,0,0,0,0,WestIndies
DL Murray,1975-1979,9,-,-,-,-,-,-,-,-,-,-,-,16,0,WestIndies
AR Nurse,2019-2019,4,2,14.0,0,86,0,-,-,6.14,-,0,0,0,0,WestIndies
BP Patterson,1987-1992,7,7,66.0,2,278,15,3/31,18.53,4.21,26.4,0,0,2,0,WestIndies
KA Pollard,2007-2011,8,6,34.5,0,177,2,1/37,88.50,5.08,104.5,0,0,6,0,WestIndies
N Pooran,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies
DBL Powell,2007-2007,9,9,85.0,9,385,14,3/38,27.50,4.52,36.4,0,0,2,0,WestIndies
RL Powell,1999-2003,7,3,7.0,2,38,1,1/8,38.00,5.42,42.0,0,0,4,0,WestIndies
D Ramdin,2007-2015,16,-,-,-,-,-,-,-,-,-,-,-,26,0,WestIndies
R Rampaul,2011-2011,2,2,15.0,1,79,5,5/51,15.80,5.26,18.0,0,1,1,0,WestIndies
IVA Richards,1975-1987,23,14,83.0,2,345,10,3/41,34.50,4.15,49.8,0,0,9,0,WestIndies
RB Richardson,1987-1996,20,1,4.0,0,24,0,-,-,6.00,-,0,0,6,0,WestIndies
KAJ Roach,2011-2019,13,13,101.0,7,466,20,6/27,23.30,4.61,30.3,0,1,0,0,WestIndies
AME Roberts,1975-1983,16,16,170.1,29,552,26,3/32,21.23,3.24,39.2,0,0,0,0,WestIndies
AD Russell,2011-2019,14,14,100.1,9,576,23,4/49,25.04,5.75,26.1,1,0,4,0,WestIndies
DJG Sammy,2011-2015,14,13,74.0,4,378,9,3/21,42.00,5.10,49.3,0,0,4,0,WestIndies
MN Samuels,2003-2015,16,9,59.1,5,306,4,1/25,76.50,5.17,88.7,0,0,4,0,WestIndies
RR Sarwan,2003-2011,21,4,13.0,1,73,2,1/17,36.50,5.61,39.0,0,0,3,0,WestIndies
LMP Simmons,2007-2015,8,1,1.0,0,12,0,-,-,12.00,-,0,0,2,0,WestIndies
PV Simmons,1987-1999,13,8,59.0,6,227,8,2/33,28.37,3.84,44.2,0,0,3,0,WestIndies
DR Smith,2007-2015,12,6,30.0,0,138,5,3/36,27.60,4.60,36.0,0,0,3,0,WestIndies
DS Smith,2007-2011,10,1,0.5,0,5,0,-,-,6.00,-,0,0,1,0,WestIndies
JE Taylor,2007-2015,14,14,121.3,5,634,23,3/15,27.56,5.21,31.6,0,0,1,0,WestIndies
DC Thomas,2011-2011,7,-,-,-,-,-,-,-,-,-,-,-,7,3,WestIndies
O Thomas,2019-2019,9,9,58.1,1,380,9,4/27,42.22,6.53,38.7,1,0,0,0,WestIndies
CA Walsh,1987-1999,17,17,158.0,23,547,27,4/25,20.25,3.46,35.1,2,0,3,0,WestIndies
D Williams,1992-1992,8,-,-,-,-,-,-,-,-,-,-,-,11,3,WestIndies
SC Williams,1999-1999,4,-,-,-,-,-,-,-,-,-,-,-,5,0,WestIndies
KJ Arnott,1987-1992,9,-,-,-,-,-,-,-,-,-,-,-,2,0,Zimbabwe
AM Blignaut,2003-2003,7,6,57.0,2,255,4,2/41,63.75,4.47,85.5,0,0,1,0,Zimbabwe
EA Brandes,1987-1999,16,16,129.1,11,641,16,4/21,40.06,4.96,48.4,1,0,5,0,Zimbabwe
GB Brent,2007-2007,2,2,20.0,1,108,5,3/68,21.60,5.40,24.0,0,0,1,0,Zimbabwe
RD Brown,1983-1987,7,-,-,-,-,-,-,-,-,-,-,-,5,0,Zimbabwe
MG Burmester,1992-1992,4,4,21.5,0,138,4,3/36,34.50,6.32,32.7,0,0,1,0,Zimbabwe
IP Butchart,1983-1992,17,16,117.0,6,640,12,3/57,53.33,5.47,58.5,0,0,4,0,Zimbabwe
ADR Campbell,1992-2003,19,1,3.0,0,13,0,-,-,4.33,-,0,0,10,0,Zimbabwe
SV Carlisle,1999-1999,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
RW Chakabva,2011-2015,9,-,-,-,-,-,-,-,-,-,-,-,6,0,Zimbabwe
TL Chatara,2015-2015,6,6,59.4,5,342,10,3/35,34.20,5.73,35.8,0,0,0,0,Zimbabwe
CJ Chibhabha,2007-2015,7,1,1.0,0,11,0,-,-,11.00,-,0,0,2,0,Zimbabwe
E Chigumbura,2007-2015,13,10,43.4,3,268,7,3/50,38.28,6.13,37.4,0,0,6,0,Zimbabwe
CK Coventry,2011-2011,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
AG Cremer,2011-2011,6,6,46.2,1,211,6,3/31,35.16,4.55,46.3,0,0,2,0,Zimbabwe
KM Curran,1983-1987,11,10,84.2,3,398,9,3/65,44.22,4.71,56.2,0,0,1,0,Zimbabwe
SG Davies,1996-1996,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
KG Duers,1992-1992,6,6,50.0,2,256,3,1/17,85.33,5.12,100.0,0,0,2,0,Zimbabwe
T Duffin,2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
DD Ebrahim,2003-2003,7,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe
CR Ervine,2011-2015,12,-,-,-,-,-,-,-,-,-,-,-,5,0,Zimbabwe
SM Ervine,2003-2003,3,3,12.0,0,87,3,1/19,29.00,7.25,24.0,0,0,0,0,Zimbabwe
CN Evans,1996-1996,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
DAG Fletcher,1983-1983,6,6,50.1,5,221,7,4/42,31.57,4.40,43.0,1,0,0,0,Zimbabwe
A Flower,1992-2003,30,-,-,-,-,-,-,-,-,-,-,-,12,3,Zimbabwe
GW Flower,1996-2003,21,13,64.1,2,268,4,2/14,67.00,4.17,96.2,0,0,8,0,Zimbabwe
TJ Friend,2003-2003,1,1,2.0,0,13,0,-,-,6.50,-,0,0,0,0,Zimbabwe
MW Goodwin,1999-1999,8,-,-,-,-,-,-,-,-,-,-,-,4,0,Zimbabwe
JG Heron,1983-1983,6,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe
VR Hogg,1983-1983,2,2,15.0,4,49,0,-,-,3.26,-,0,0,0,0,Zimbabwe
DT Hondo,2003-2003,8,8,50.2,4,265,6,1/16,44.16,5.26,50.3,0,0,2,0,Zimbabwe
DL Houghton,1983-1992,20,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0,14,2,Zimbabwe
AG Huckle,1999-1999,3,2,20.0,1,78,1,1/43,78.00,3.90,120.0,0,0,1,0,Zimbabwe
AJ Ireland,2007-2007,1,1,7.0,0,38,1,1/38,38.00,5.42,42.0,0,0,1,0,Zimbabwe
WR James,1992-1992,4,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe
MP Jarvis,1987-1992,10,10,83.1,5,384,7,1/21,54.85,4.61,71.2,0,0,1,0,Zimbabwe
NC Johnson,1999-1999,8,7,50.0,4,233,12,4/42,19.41,4.66,25.0,1,0,1,0,Zimbabwe
TP Kamungozi,2015-2015,3,3,21.0,0,124,1,1/34,124.00,5.90,126.0,0,0,0,0,Zimbabwe
F Kasteni,2007-2007,2,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
GA Lamb,2011-2011,5,5,35.0,0,163,4,2/21,40.75,4.65,52.5,0,0,0,0,Zimbabwe
ACI Lock,1996-1996,6,5,32.0,3,141,3,2/57,47.00,4.40,64.0,0,0,0,0,Zimbabwe
DA Marillier,2003-2003,5,4,30.0,1,133,4,2/49,33.25,4.43,45.0,0,0,1,0,Zimbabwe
H Masakadza,2015-2015,6,6,16.2,0,101,1,1/39,101.00,6.18,98.0,0,0,1,0,Zimbabwe
SW Masakadza,2011-2011,1,1,6.0,1,44,0,-,-,7.33,-,0,0,0,0,Zimbabwe
S Matsikenyeri,2003-2015,5,2,3.0,0,19,0,-,-,6.33,-,0,0,2,0,Zimbabwe
M Mbangwa,1999-1999,3,3,23.0,1,93,2,2/28,46.50,4.04,69.0,0,0,0,0,Zimbabwe
MA Meman,1987-1987,1,1,6.5,0,34,0,-,-,4.97,-,0,0,0,0,Zimbabwe
SF Mire,2015-2015,5,4,20.0,0,138,2,2/39,69.00,6.90,60.0,0,0,0,0,Zimbabwe
CB Mpofu,2007-2011,7,7,56.0,6,325,11,4/62,29.54,5.80,30.5,1,0,1,0,Zimbabwe
T Mupariwa,2007-2015,5,5,47.0,4,244,3,1/34,81.33,5.19,94.0,0,0,1,0,Zimbabwe
BA Murphy,2003-2003,5,4,30.0,3,139,5,3/44,27.80,4.63,36.0,0,0,2,0,Zimbabwe
HK Olonga,1999-2003,9,9,43.2,2,259,9,3/22,28.77,5.97,28.8,0,0,1,0,Zimbabwe
AH Omarshah,1983-1992,16,14,104.3,9,456,11,2/17,41.45,4.36,57.0,0,0,3,0,Zimbabwe
T Panyangara,2011-2015,8,8,67.1,4,485,5,2/53,97.00,7.22,80.6,0,0,3,0,Zimbabwe
GA Paterson,1983-1987,10,-,-,-,-,-,-,-,-,-,-,-,2,0,Zimbabwe
SG Peall,1996-1996,5,4,23.0,1,101,1,1/23,101.00,4.39,138.0,0,0,1,0,Zimbabwe
GE Peckover,1983-1983,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
RW Price,2011-2011,6,6,49.0,7,169,9,3/16,18.77,3.44,32.6,0,0,2,0,Zimbabwe
AJ Pycroft,1983-1992,20,-,-,-,-,-,-,-,-,-,-,-,6,0,Zimbabwe
EC Rainsford,2007-2007,1,1,7.0,0,44,1,1/44,44.00,6.28,42.0,0,0,0,0,Zimbabwe
PWE Rawson,1983-1987,10,10,95.1,10,427,12,3/47,35.58,4.48,47.5,0,0,4,0,Zimbabwe
V Sibanda,2007-2011,5,-,-,-,-,-,-,-,-,-,-,-,3,0,Zimbabwe
Sikandar Raza,2015-2015,6,6,40.0,1,197,2,1/34,98.50,4.92,120.0,0,0,2,0,Zimbabwe
BC Strang,1996-1996,4,3,18.0,1,66,3,2/24,22.00,3.66,36.0,0,0,2,0,Zimbabwe
PA Strang,1996-1999,12,11,86.4,6,388,15,5/21,25.86,4.47,34.6,1,1,2,0,Zimbabwe
HH Streak,1996-2003,22,21,175.0,13,804,22,3/35,36.54,4.59,47.7,0,0,7,0,Zimbabwe
T Taibu,2003-2011,14,-,-,-,-,-,-,-,-,-,-,-,7,3,Zimbabwe
BRM Taylor,2007-2015,15,1,3.0,0,23,0,-,-,7.66,-,0,0,8,1,Zimbabwe
AJ Traicos,1983-1992,20,19,188.0,13,673,16,3/35,42.06,3.57,70.5,0,0,2,0,Zimbabwe
P Utseya,2007-2011,9,9,75.0,4,312,6,2/24,52.00,4.16,75.0,0,0,1,0,Zimbabwe
MA Vermeulen,2003-2003,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
DP Viljoen,1999-1999,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe
AC Waller,1987-1996,20,-,-,-,-,-,-,-,-,-,-,-,3,0,Zimbabwe
AR Whittall,1999-1999,4,3,27.0,1,143,3,2/41,47.66,5.29,54.0,0,0,4,0,Zimbabwe
GJ Whittall,1996-2003,20,18,79.3,3,396,11,3/35,36.00,4.98,43.3,0,0,2,0,Zimbabwe
SC Williams,2007-2015,11,11,71.0,2,405,9,3/72,45.00,5.70,47.3,0,0,6,0,Zimbabwe
CB Wishart,2003-2003,8,-,-,-,-,-,-,-,-,-,-,-,1,0,Zimbabwe
A Bagai,2003-2011,15,-,-,-,-,-,-,-,-,-,-,-,19,2,Canada
HS Baidwan,2011-2011,6,6,55.0,3,307,13,3/35,23.61,5.58,25.3,0,0,2,0,Canada
S Baksh,1979-1979,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
WD Balaji Rao,2011-2011,6,6,54.0,0,299,9,4/57,33.22,5.53,36.0,1,0,3,0,Canada
GEF Barnett,2007-2007,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
U Bhatti,2007-2007,3,3,22.2,1,110,1,1/44,110.00,4.92,134.0,0,0,0,0,Canada
IS Billcliff,2003-2007,9,-,-,-,-,-,-,-,-,-,-,-,1,0,Canada
RG Callender,1979-1979,2,2,9.0,1,26,1,1/14,26.00,2.88,54.0,0,0,0,0,Canada
CJD Chappell,1979-1979,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
DR Chumney,2003-2007,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
A Codrington,2003-2003,5,4,25.0,4,129,6,5/27,21.50,5.16,25.0,0,1,0,0,Canada
GR Codrington,2007-2007,1,1,10.0,0,70,1,1/70,70.00,7.00,60.0,0,0,1,0,Canada
AC Cummins,2007-2007,3,3,25.0,1,149,2,1/32,74.50,5.96,75.0,0,0,0,0,Canada
JM Davison,2003-2011,14,14,106.0,7,514,17,3/15,30.23,4.84,37.4,0,0,8,0,Canada
NA de Groot,2003-2003,6,3,13.3,0,88,3,2/45,29.33,6.51,27.0,0,0,0,0,Canada
FA Dennis,1979-1979,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
PA Desai,2011-2011,1,1,3.0,0,20,0,-,-,6.66,-,0,0,0,0,Canada
S Dhaniram,2007-2007,3,3,27.0,1,147,4,3/41,36.75,5.44,40.5,0,0,1,0,Canada
TG Gordon,2011-2011,4,1,0.3,0,1,0,-,-,2.00,-,0,0,1,0,Canada
R Gunasekera,2011-2011,5,-,-,-,-,-,-,-,-,-,-,-,1,0,Canada
AS Hansra,2011-2011,6,5,24.0,1,147,2,2/23,73.50,6.12,72.0,0,0,3,0,Canada
JV Harris,2003-2003,6,-,-,-,-,-,-,-,-,-,-,-,1,0,Canada
CC Henry,1979-1979,2,2,15.0,0,53,2,2/27,26.50,3.53,45.0,0,0,0,0,Canada
N Ifill,2003-2003,3,3,12.0,0,88,0,-,-,7.33,-,0,0,1,0,Canada
D Joseph,2003-2003,4,4,31.0,3,170,5,2/42,34.00,5.48,37.2,0,0,0,0,Canada
Khurram Chohan,2011-2011,4,4,28.3,0,156,2,2/44,78.00,5.47,85.5,0,0,0,0,Canada
NR Kumar,2011-2011,3,-,-,-,-,-,-,-,-,-,-,-,2,0,Canada
I Maraj,2003-2003,6,1,4.3,0,22,0,-,-,4.88,-,0,0,2,0,Canada
CA Marshall,1979-1979,2,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
BM Mauricette,1979-1979,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
AA Mulla,2007-2007,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Canada
H Osinde,2007-2011,7,7,45.2,3,242,6,4/26,40.33,5.33,45.3,1,0,2,0,Canada
A Patel,2003-2003,2,2,10.0,0,73,3,3/41,24.33,7.30,20.0,0,0,0,0,Canada
H Patel,2011-2011,2,1,1.0,0,19,0,-,-,19.00,-,0,0,0,0,Canada
JM Patel,1979-1979,3,2,15.1,0,47,0,-,-,3.09,-,0,0,0,0,Canada
Qaiser Ali,2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Canada
Rizwan Cheema,2011-2011,6,6,40.5,1,248,6,2/30,41.33,6.07,40.8,0,0,0,0,Canada
AM Samad,2003-2007,4,3,10.4,0,85,2,1/31,42.50,7.96,32.0,0,0,1,0,Canada
KT Sandher,2007-2007,1,1,10.0,0,58,2,2/58,29.00,5.80,30.0,0,0,0,0,Canada
AF Sattaur,2003-2003,3,-,-,-,-,-,-,-,-,-,-,-,2,0,Canada
GR Sealy,1979-1979,3,1,6.0,0,21,0,-,-,3.50,-,0,0,0,0,Canada
BB Seebaran,2003-2003,4,3,18.0,0,130,1,1/61,130.00,7.22,108.0,0,0,1,0,Canada
MP Stead,1979-1979,2,2,4.5,0,24,0,-,-,4.96,-,0,0,0,0,Canada
